Subject ID,Left Choice,Right Choice,Side Correct,Side Picked,Correct,Distance,Response Time,Date/Time,Consecutive Rounds
82,83,21,left,left,yes,62,10.629869469,2015-06-28T13:20:42.589,1
82,52,65,right,left,no,13,0.284177797,2015-06-28T13:20:42.963,2
82,33,28,left,left,yes,5,0.106870027,2015-06-28T13:20:43.172,3
82,27,51,right,left,no,24,0.048317089,2015-06-28T13:20:43.322,4
82,16,67,right,left,no,51,0.43471824,2015-06-28T13:20:43.859,5
82,59,56,left,left,yes,3,0.022588914,2015-06-28T13:20:43.981,6
82,69,40,left,left,yes,29,0.022868159,2015-06-28T13:20:44.105,7
82,21,76,right,left,no,55,0.021784962,2015-06-28T13:20:44.229,8
82,73,65,left,left,yes,8,0.03113518,2015-06-28T13:20:44.362,9
82,20,51,right,left,no,31,0.022384077,2015-06-28T13:20:44.485,10
82,39,49,right,left,no,10,0.03685393,2015-06-28T13:20:44.624,11
82,54,84,right,left,no,30,0.025574227,2015-06-28T13:20:44.751,12
82,81,54,left,left,yes,27,0.023013127,2015-06-28T13:20:44.876,13
82,69,80,right,left,no,11,0.022066773,2015-06-28T13:20:45,14
82,56,57,right,left,no,1,0.020754792,2015-06-28T13:20:45.122,15
82,58,63,right,left,no,5,0.022233122,2015-06-28T13:20:45.246,16
82,78,47,left,left,yes,31,0.025175672,2015-06-28T13:20:45.373,17
82,23,54,right,left,no,31,0.02732154,2015-06-28T13:20:45.502,18
82,33,5,left,left,yes,28,0.026786142,2015-06-28T13:20:45.631,19
82,79,53,left,left,yes,26,0.003478375,2015-06-28T13:20:45.735,20
82,49,90,right,left,no,41,0.023427076,2015-06-28T13:20:45.861,21
82,4,31,right,left,no,27,0.022341314,2015-06-28T13:20:45.985,22
82,87,71,left,left,yes,16,0.021689599,2015-06-28T13:20:46.107,23
82,71,80,right,left,no,9,0.353503264,2015-06-28T13:20:46.562,24
82,86,0,left,left,yes,86,0.194530731,2015-06-28T13:20:46.858,25
82,92,58,left,left,yes,34,0.069944253,2015-06-28T13:20:47.028,26
82,16,15,left,left,yes,1,0.049895487,2015-06-28T13:20:47.180,27
82,12,93,right,left,no,81,0.062813028,2015-06-28T13:20:47.343,28
82,41,4,left,left,yes,37,0.348719322,2015-06-28T13:20:47.796,29
82,89,61,left,left,yes,28,0.138050108,2015-06-28T13:20:48.035,30
82,52,37,left,left,yes,15,0.077892688,2015-06-28T13:20:48.215,31
82,56,78,right,left,no,22,0.058574747,2015-06-28T13:20:48.376,32
82,45,8,left,left,yes,37,0.084288383,2015-06-28T13:20:48.561,33
82,64,40,left,left,yes,24,0.141755557,2015-06-28T13:20:48.805,34
82,98,23,left,left,yes,75,0.16392539,2015-06-28T13:20:49.070,35
82,44,78,right,left,no,34,0.120299019,2015-06-28T13:20:49.292,36
82,57,19,left,left,yes,38,0.073680492,2015-06-28T13:20:49.467,37
82,23,9,left,left,yes,14,0.080703527,2015-06-28T13:20:49.651,38
82,16,62,right,left,no,46,0.0696757,2015-06-28T13:20:49.821,39
82,2,87,right,left,no,85,0.071536763,2015-06-28T13:20:49.994,40
